in_anno	in_ydb	ydb_section	standard_status	mnemonic	summary	kind
false	true	MessageRecovery/errors.rst#MUINSTUNFROZEN	ydb-extension	MUINSTUNFROZEN	tttt : Instance iiii is now Unfrozen. Continuing with writes to database file ffff	Information
false	true	MessageRecovery/errors.rst#MUJNLPREVGEN	ydb-extension	MUJNLPREVGEN	Previous generation journal file xxxx included for database file yyyy	Information
false	true	MessageRecovery/errors.rst#MUJNLSTAT	ydb-extension	MUJNLSTAT	xxxx at yyyy	Information
false	true	MessageRecovery/errors.rst#MUJPOOLRNDWNFL	ydb-extension	MUJPOOLRNDWNFL	Jnlpool section (id = xxxx) belonging to the replication instance yyyy rundown failed	Error
false	true	MessageRecovery/errors.rst#MUJPOOLRNDWNSUC	ydb-extension	MUJPOOLRNDWNSUC	Jnlpool section (id = xxxx) belonging to the replication instance yyyy successfully rundown	Information
false	true	MessageRecovery/errors.rst#MUKEEPNODEC	ydb-extension	MUKEEPNODEC	Expected decimal integer input for keep	Error
false	true	MessageRecovery/errors.rst#MUKEEPNOTRUNC	ydb-extension	MUKEEPNOTRUNC	Keep issued without -truncate	Error
false	true	MessageRecovery/errors.rst#MUKEEPPERCENT	ydb-extension	MUKEEPPERCENT	Keep threshold percentage should be from 0 to 99	Error
false	true	MessageRecovery/errors.rst#MUKILLIP	ydb-extension	MUKILLIP	Kill in progress indicator is set for file xxxx - this yyyy operation is likely to result in incorrectly marked busy errors	Warning
false	true	MessageRecovery/errors.rst#MULOGNAMEDEF	ydb-extension	MULOGNAMEDEF	Logical name xxxx, needed to start replication server is already defined for this job. Check for an existing or improperly terminated server.	Error
false	true	MessageRecovery/errors.rst#MULTFORMPARM	ydb-extension	MULTFORMPARM	This formal parameter is multiply defined	Compile Time Error
false	true	MessageRecovery/errors.rst#MULTIPROCLATCH	ydb-extension	MULTIPROCLATCH	Failed to get multi-process latch at xxxx	Error
false	true	MessageRecovery/errors.rst#MULTLAB	ydb-extension	MULTLAB	This label has been previously defined	Compile Time Error
false	true	MessageRecovery/errors.rst#MUNOACTION	ydb-extension	MUNOACTION	MUPIP unable to perform requested action	Error
false	true	MessageRecovery/errors.rst#MUNODBNAME	ydb-extension	MUNODBNAME	A database name or the region qualifier must be specified	Error
false	true	MessageRecovery/errors.rst#MUNODWNGRD	ydb-extension	MUNODWNGRD	Database not downgraded because of preceding errors	Error
false	true	MessageRecovery/errors.rst#MUNOFINISH	ydb-extension	MUNOFINISH	MUPIP unable to finish all requested actions	Error
false	true	MessageRecovery/errors.rst#MUNOTALLINTEG	ydb-extension	MUNOTALLINTEG	At least one region skipped. See the earlier messages	Warning
false	true	MessageRecovery/errors.rst#MUNOTALLSEC	ydb-extension	MUNOTALLSEC	WARNING: not all global sections accessed were successfully rundown	Warning
false	true	MessageRecovery/errors.rst#MUNOUPGRD	ydb-extension	MUNOUPGRD	Database not upgraded because of preceding errors	Error
false	true	MessageRecovery/errors.rst#MUPCLIERR	ydb-extension	MUPCLIERR	Action not taken due to CLI errors	Error
false	true	MessageRecovery/errors.rst#MUPGRDSUCC	ydb-extension	MUPGRDSUCC	Database file xxx successfully yyy to zzz	Information
false	true	MessageRecovery/errors.rst#MUPIPINFO	ydb-extension	MUPIPINFO	xxxx	Information
false	true	MessageRecovery/errors.rst#MUPIPSET2BIG	ydb-extension	MUPIPSET2BIG	vvvv too large, maximum tttt allowed is mmmm	Error
false	true	MessageRecovery/errors.rst#MUPIPSET2SML	ydb-extension	MUPIPSET2SML	vvvv too small, minimum tttt allowed is mmmm	Error
false	true	MessageRecovery/errors.rst#MUPIPSIG	ydb-extension	MUPIPSIG	aaaa (signal xxxx) issued from process yyyy [0xbbbb] to process zzzz [0xcccc]	Information
false	true	MessageRecovery/errors.rst#MUPJNLINTERRUPT	ydb-extension	MUPJNLINTERRUPT	Database file xxxx indicates interrupted MUPIP JOURNAL command. Restore from backup for forward recover/rollback.	Error
false	true	MessageRecovery/errors.rst#MUPRECFLLCK	ydb-extension	MUPRECFLLCK	Database file xxxx is locked by MUPIP RECOVER. Could not secure access.	Run Time Error
false	true	MessageRecovery/errors.rst#MUPRESTERR	ydb-extension	MUPRESTERR	MUPIP restore aborted due to preceding errors	Error
false	true	MessageRecovery/errors.rst#MUQUALINCOMP	ydb-extension	MUQUALINCOMP	Incompatible qualifiers - FILE and REGION	Error
false	true	MessageRecovery/errors.rst#MURAIMGFAIL	ydb-extension	MURAIMGFAIL	Mupip recover or rollback failed while processing an after-image journal record. Failure code: xxxx.	Error
false	true	MessageRecovery/errors.rst#MUREENCRYPTEND	ydb-extension	MUREENCRYPTEND	Database ffff : MUPIP REORG ENCRYPT finished by pid pppp at transaction number [tttt]	Information
false	true	MessageRecovery/errors.rst#MUREENCRYPTSTART	ydb-extension	MUREENCRYPTSTART	Database ffff : MUPIP REORG ENCRYPT started by pid pppp at transaction number [tttt]	Information
false	true	MessageRecovery/errors.rst#MUREORGFAIL	ydb-extension	MUREORGFAIL	MUPIP REORG failed. Failure code: xxxx.	Error
false	true	MessageRecovery/errors.rst#MUREPLPOOL	ydb-extension	MUREPLPOOL	Error with replpool section xxxx	Error
false	true	MessageRecovery/errors.rst#MUREPLSECDEL	ydb-extension	MUREPLSECDEL	Replication section xxxx deleted	Information
false	true	MessageRecovery/errors.rst#MUREPLSECNOTDEL	ydb-extension	MUREPLSECNOTDEL	Replication section xxxx not deleted	Error
false	true	MessageRecovery/errors.rst#MUREUPDWNGRDEND	ydb-extension	MUREUPDWNGRDEND	Region xxxx : MUPIP REORG UPGRADE/DOWNGRADE finished by pid aaaa bbbb at transaction number [cccc]	Information
false	true	MessageRecovery/errors.rst#MURNDWNARGLESS	ydb-extension	MURNDWNARGLESS	Argumentless MUPIP RUNDOWN started with process id PPPP by userid UUUU from directory DDDD	Information
false	true	MessageRecovery/errors.rst#MURNDWNOVRD	ydb-extension	MURNDWNOVRD	OVERRIDE qualifier used with MUPIP RUNDOWN on database file dddd	Information
false	true	MessageRecovery/errors.rst#MURPOOLRNDWNFL	ydb-extension	MURPOOLRNDWNFL	Recvpool section (id = xxxx) belonging to the replication instance yyyy rundown failed	Error
false	true	MessageRecovery/errors.rst#MURPOOLRNDWNSUC	ydb-extension	MURPOOLRNDWNSUC	Recvpool section (id = xxxx) belonging to the replication instance yyyy successfully rundown	Information
false	true	MessageRecovery/errors.rst#MUSECDEL	ydb-extension	MUSECDEL	Section xxxx deleted	Information
false	true	MessageRecovery/errors.rst#MUSECNOTDEL	ydb-extension	MUSECNOTDEL	Section xxxx not deleted	Information
false	true	MessageRecovery/errors.rst#MUSELFBKUP	ydb-extension	MUSELFBKUP	Database file xxxx can not be backed upon itself	Error
false	true	MessageRecovery/errors.rst#MUSIZEFAIL	ydb-extension	MUSIZEFAIL	MUPIP SIZE : failed. Failure code: xxxx.	Error
false	true	MessageRecovery/errors.rst#MUSIZEINVARG	ydb-extension	MUSIZEINVARG	MUPIP SIZE : Invalid parameter value for: xxxx	Error
false	true	MessageRecovery/errors.rst#MUSTANDALONE	ydb-extension	MUSTANDALONE	Could not get exclusive access to xxxx	Information
false	true	MessageRecovery/errors.rst#MUTEXERR	ydb-extension	MUTEXERR	Mutual Exclusion subsystem failure	Run Time Error
false	true	MessageRecovery/errors.rst#MUTEXFRCDTERM	ydb-extension	MUTEXFRCDTERM	Mutual Exclusion subsystem detected forced termination of process xxxx. Crit salvaged from database file dddd.	Warning
false	true	MessageRecovery/errors.rst#MUTEXLCKALERT	ydb-extension	MUTEXLCKALERT	Mutual Exclusion subsystem ALERT - lock attempt threshold crossed for region rrrr. Process pppp is in crit cycle cccc.	Run Time Error
false	true	MessageRecovery/errors.rst#MUTEXRELEASED	ydb-extension	MUTEXRELEASED	Process xxxx aaaa has released the critical section for database yyyy to avoid deadlock. $TLEVEL: pppp t_tries: qqqq	Information
false	true	MessageRecovery/errors.rst#MUTEXRSRCCLNUP	ydb-extension	MUTEXRSRCCLNUP	Mutex subsystem leftover resource xxxx removed	Information
false	true	MessageRecovery/errors.rst#MUTNWARN	ydb-extension	MUTNWARN	Database file xxxx has aaa more transactions to go before reaching the transaction number limit (bbbb). Renew database with MUPIP INTEG TN_RESET	Warning
false	true	MessageRecovery/errors.rst#MUTRUNC1ATIME	ydb-extension	MUTRUNC1ATIME	Process with PID iiii already performing truncate in region rrrr	Information
false	true	MessageRecovery/errors.rst#MUTRUNCALREADY	ydb-extension	MUTRUNCALREADY	Region xxxx: no further truncation possible	Information
false	true	MessageRecovery/errors.rst#MUTRUNCBACKINPROG	ydb-extension	MUTRUNCBACKINPROG	Truncate detected concurrent backup in progress for region rrrr	Information
false	true	MessageRecovery/errors.rst#MUTRUNCERROR	ydb-extension	MUTRUNCERROR	Truncate of region rrrr encountered service error eeee	Error
false	true	MessageRecovery/errors.rst#MUTRUNCFAIL	ydb-extension	MUTRUNCFAIL	Truncate failed after reorg. Failure code: xxxx.	Error
false	true	MessageRecovery/errors.rst#MUTRUNCNOSPACE	ydb-extension	MUTRUNCNOSPACE	Region rrrr has insufficient space to meet truncate target percentage of yyyy	Information
false	true	MessageRecovery/errors.rst#MUTRUNCNOSPKEEP	ydb-extension	MUTRUNCNOSPKEEP	Region rrrr has insufficient space to meet truncate target percentage of pppp with keep at bbbb blocks	Information
false	true	MessageRecovery/errors.rst#MUTRUNCNOTBG	ydb-extension	MUTRUNCNOTBG	Region rrrr does not have access method BG	Error
false	true	MessageRecovery/errors.rst#MUTRUNCPERCENT	ydb-extension	MUTRUNCPERCENT	Truncate threshold percentage should be from 0 to 99	Error
false	true	MessageRecovery/errors.rst#MUTRUNCSSINPROG	ydb-extension	MUTRUNCSSINPROG	Truncate detected concurrent snapshot in progress for region rrrr	Information
false	true	MessageRecovery/errors.rst#MUTRUNCSUCCESS	ydb-extension	MUTRUNCSUCCESS	Database file dddd truncated from oooo blocks to nnnn at transaction tttt	Information
false	true	MessageRecovery/errors.rst#MUUPGRDNRDY	ydb-extension	MUUPGRDNRDY	Database xxxx has not been completely upgraded to yyyy format - still bbbb database blocks to upgrade	Error
false	true	MessageRecovery/errors.rst#MUUSERECOV	ydb-extension	MUUSERECOV	Abnormal shutdown of journaled database dddd detected	Run Time Error
false	true	MessageRecovery/errors.rst#MUUSERLBK	ydb-extension	MUUSERLBK	Abnormal shutdown of replication-enabled database dddd detected	Run Time Error
false	true	MessageRecovery/errors.rst#NAMECOUNT2HI	ydb-extension	NAMECOUNT2HI	Number of varnames specified as the namecount parameter in a xxxx call (vvvv) exceeds the maximum (mmmm)	Error
false	true	MessageRecovery/errors.rst#NAMEEXPECTED	ydb-extension	NAMEEXPECTED	A local variable name is expected in this context	Compile Time Error
false	true	MessageRecovery/errors.rst#NAMENDBAD	ydb-extension	NAMENDBAD	Subscripted name ssss must end with right parenthesis	Error
false	true	MessageRecovery/errors.rst#NAMGVSUBOFLOW	ydb-extension	NAMGVSUBOFLOW	Subscripted name hhhh...tttt is too long to represent in the database using collation value #nnnn	Error
false	true	MessageRecovery/errors.rst#NAMGVSUBSMAX	ydb-extension	NAMGVSUBSMAX	Subscripted Name specification nnnn has more than the maximum # of subscripts (mmmm)	Error
false	true	MessageRecovery/errors.rst#NAMLPARENNOTBEG	ydb-extension	NAMLPARENNOTBEG	Subscripted Name specification nnnn needs to have a left parenthesis at the beginning of subscripts	Error
false	true	MessageRecovery/errors.rst#NAMNOTSTRSUBS	ydb-extension	NAMNOTSTRSUBS	Subscript #nnnn with value vvvv in name specification is not a properly formatted string subscript	Error
false	true	MessageRecovery/errors.rst#NAMNUMSUBNOTEXACT	ydb-extension	NAMNUMSUBNOTEXACT	Subscript #nnnn with value vvvv in name specification is not an exact GT.M number	Error
false	true	MessageRecovery/errors.rst#NAMNUMSUBSOFLOW	ydb-extension	NAMNUMSUBSOFLOW	Subscript #nnnn with value vvvv in name specification has a numeric overflow	Error
false	true	MessageRecovery/errors.rst#NAMONECOLON	ydb-extension	NAMONECOLON	Subscripted Name specification nnnn must have at most one colon (range) specification	Error
false	true	MessageRecovery/errors.rst#NAMRANGELASTSUB	ydb-extension	NAMRANGELASTSUB	Ranges in name specification nnnn are allowed only in the last subscript	Error
false	true	MessageRecovery/errors.rst#NAMRANGEORDER	ydb-extension	NAMRANGEORDER	Range in name specification nnnn specifies out-of-order subscripts using collation sequence #cccc	Error
false	true	MessageRecovery/errors.rst#NAMRANGEOVERLAP	ydb-extension	NAMRANGEOVERLAP	Range in name specifications mmmm and nnnn overlap using collation sequence #cccc	Error
false	true	MessageRecovery/errors.rst#NAMRPARENMISSING	ydb-extension	NAMRPARENMISSING	Subscripted Name specification vvvv is missing one or more right parentheses at the end of subscripts	Error
false	true	MessageRecovery/errors.rst#NAMRPARENNOTEND	ydb-extension	NAMRPARENNOTEND	Subscripted Name specification nnnn cannot have anything following the right parenthesis at the end of subscripts	Error
false	true	MessageRecovery/errors.rst#NAMSTARSUBSMIX	ydb-extension	NAMSTARSUBSMIX	Name specification nnnn cannot contain * and subscripts at the same time	Error
false	true	MessageRecovery/errors.rst#NAMSTRSUBSCHARG	ydb-extension	NAMSTRSUBSCHARG	Subscript #nnnn with value vvvv in name specification specifies a $C/$ZCH with number cccc that is invalid in the current $zchset	Error
false	true	MessageRecovery/errors.rst#NAMSTRSUBSCHINT	ydb-extension	NAMSTRSUBSCHINT	Subscript #nnnn with value vvvv in name specification does not have a positive integer inside $C/$CHAR/$ZCH/$ZCHAR	Error
false	true	MessageRecovery/errors.rst#NAMSTRSUBSFUN	ydb-extension	NAMSTRSUBSFUN	Subscript #nnnn with value vvvv in name specification uses function other than $C/$CHAR/$ZCH/$ZCHAR	Error
false	true	MessageRecovery/errors.rst#NAMSTRSUBSLPAREN	ydb-extension	NAMSTRSUBSLPAREN	Subscript #nnn with value vvv in name specification does not have left parenthesis following $ specification	Error
false	true	MessageRecovery/errors.rst#NAMSUBSBAD	ydb-extension	NAMSUBSBAD	Subscript #nnnn with value vvvv in name specification is an invalid number or string	Error
false	true	MessageRecovery/errors.rst#NAMSUBSEMPTY	ydb-extension	NAMSUBSEMPTY	Subscript #nnnn is empty in name specification	Error
false	true	MessageRecovery/errors.rst#NCTCOLLDIFF	ydb-extension	NCTCOLLDIFF	Source and destination for MERGE cannot have different numerical collation type	Run Time Error
false	true	MessageRecovery/errors.rst#NCTCOLLSPGBL	ydb-extension	NCTCOLLSPGBL	Database region rrrr contains portion of spanning global ^gggg and so cannot support non-zero numeric collation type	Run Time Error
false	true	MessageRecovery/errors.rst#NEEDTRIGUPGRD	ydb-extension	NEEDTRIGUPGRD	Cannot do trigger operation on database file ffff until it is upgraded; Run MUPIP TRIGGER -UPGRADE first	Run Time Error
false	true	MessageRecovery/errors.rst#NEGFRACPWR	ydb-extension	NEGFRACPWR	Invalid operation: fractional power of negative number	Run Time Error
false	true	MessageRecovery/errors.rst#NESTFORMP	ydb-extension	NESTFORMP	Formal parameter list cannot be combined with nested line	Compile Time Error
false	true	MessageRecovery/errors.rst#NETDBOPNERR	ydb-extension	NETDBOPNERR	Error while attempting to open database across net	Run Time Error
false	true	MessageRecovery/errors.rst#NETFAIL	ydb-extension	NETFAIL	Failure of Net operation	Run Time Error
false	true	MessageRecovery/errors.rst#NETLCKFAIL	ydb-extension	NETLCKFAIL	Lock operation across Net failed	Run Time Error
false	true	MessageRecovery/errors.rst#NEWJNLFILECREAT	ydb-extension	NEWJNLFILECREAT	Journal file xxxx nearing maximum size. New journal file created.	Information
false	true	MessageRecovery/errors.rst#NLMISMATCHCALC	ydb-extension	NLMISMATCHCALC	Location of xxxx expected at yyyy, but found at zzzz	Run Time Error
false	true	MessageRecovery/errors.rst#NLRESTORE	ydb-extension	NLRESTORE	DB file header field FFFF: VVVV does not match the value used in original mapping - restoring to: OOOO	Warning
false	true	MessageRecovery/errors.rst#NOACTION	ydb-extension	NOACTION	Not updating Global Directory xxxx	Information
false	true	MessageRecovery/errors.rst#NOALIASLIST	ydb-extension	NOALIASLIST	Parenthetical lists of multiple arguments cannot have a preceding alias introducer or include alias (*) forms	Run Time Error
false	true	MessageRecovery/errors.rst#NOCANONICNAME	ydb-extension	NOCANONICNAME	Value is not a canonic name (xxxx)	Run Time Error
false	true	MessageRecovery/errors.rst#NOCCPPID	ydb-extension	NOCCPPID	Cannot find CCP process id	Error
false	true	MessageRecovery/errors.rst#NOCHLEFT	ydb-extension	NOCHLEFT	Unhandled condition exception (all handlers exhausted) - process terminating	Fatal
false	true	MessageRecovery/errors.rst#NOCREMMBIJ	ydb-extension	NOCREMMBIJ	MM access method not compatible with BEFORE image journaling; Database file DDDD not created	Run Time Error
false	true	MessageRecovery/errors.rst#NOCRENETFILE	ydb-extension	NOCRENETFILE	Database file DDDD not created; cannot create across network	Error
false	true	MessageRecovery/errors.rst#NODEEND	ydb-extension	NODEEND	End of list of nodes/subscripts	Error
false	true	MessageRecovery/errors.rst#NODFRALLOCSUPP	ydb-extension	NODFRALLOCSUPP	The NODEFER_ALLOCATE qualifier is not allowed on this operating system. Not changing the defer allocation flag	Error
false	true	MessageRecovery/errors.rst#NOEDITOR	ydb-extension	NOEDITOR	Can't find an executable editor: eeee	Run Time Error
false	true	MessageRecovery/errors.rst#NOENDIANCVT	ydb-extension	NOENDIANCVT	Unable to convert the endian format of file dddd due to eeee	Error
false	true	MessageRecovery/errors.rst#NOEXCLUDE	ydb-extension	NOEXCLUDE	None of the excluded variables exist	Information
false	true	MessageRecovery/errors.rst#NOEXCNOZTRAP	ydb-extension	NOEXCNOZTRAP	Neither an exception nor a Ztrap is specified	Warning
false	true	MessageRecovery/errors.rst#NOEXIT	ydb-extension	NOEXIT	Cannot exit because of verification failure	Information
false	true	MessageRecovery/errors.rst#NOFILTERNEST	ydb-extension	NOFILTERNEST	Filter nesting not allowed	Run Time Error
false	true	MessageRecovery/errors.rst#NOFORKCORE	ydb-extension	NOFORKCORE	Unable to fork off process to create core. Core creation postponed.	Warning
false	true	MessageRecovery/errors.rst#NOGTCMDB	ydb-extension	NOGTCMDB	ffff does not support operation on GT.CM database region: rrrr	Error
false	true	MessageRecovery/errors.rst#NOJNL	ydb-extension	NOJNL	ssss segments do not support journaling	Error
false	true	MessageRecovery/errors.rst#NOJNLPOOL	ydb-extension	NOJNLPOOL	No journal pool info found in the replication instance of xxxx	Error
false	true	MessageRecovery/errors.rst#NOLBRSRC	ydb-extension	NOLBRSRC	Object libraries cannot have SRC paths associated	Run Time Error
false	true	MessageRecovery/errors.rst#NOLOCKMATCH	ydb-extension	NOLOCKMATCH	No matching locks were found in rrrr	Information
false	true	MessageRecovery/errors.rst#NOLOG	ydb-extension	NOLOG	Logging is currently disabled Log file is xxxx.	Error
false	true	MessageRecovery/errors.rst#NOMORESEMCNT	ydb-extension	NOMORESEMCNT	SSSS counter semaphore has reached its maximum and stopped counting for DDDD xxxx. Run MUPIP JOURNAL -ROLLBACK -BACKWARD, MUPIP JOURNAL -RECOVER -BACKWARD or MUPIP RUNDOWN to restore the database files and shared resources to a clean state	Information
false	true	MessageRecovery/errors.rst#NONASCII	ydb-extension	NONASCII	ssss is illegal for a oooo as it contains non-ASCII characters	Error
false	true	MessageRecovery/errors.rst#NONEGATE	ydb-extension	NONEGATE	Qualifier xxxx cannot be negated	Error
false	true	MessageRecovery/errors.rst#NONTPRESTART	ydb-extension	NONTPRESTART	Database dddd; code: cccc; blk: bbbb in glbl: ^gggg; blklvl: llll, type: tttt, zpos: pppp	Information
false	true	MessageRecovery/errors.rst#NONUTF8LOCALE	ydb-extension	NONUTF8LOCALE	Locale has character encoding (cccc) which is not compatible with UTF-8 character set	Run Time Error
false	true	MessageRecovery/errors.rst#NOPERCENTY	ydb-extension	NOPERCENTY	^%Y* is a reserved global name in YottaDB	Error
false	true	MessageRecovery/errors.rst#NOPINI	ydb-extension	NOPINI	PINI journal record expected but not found in journal file xxxx at offset yyyy	Error
false	true	MessageRecovery/errors.rst#NOPLACE	ydb-extension	NOPLACE	Line specified in a ZBREAK cannot be found	Warning
false	true	MessageRecovery/errors.rst#NOPREVLINK	ydb-extension	NOPREVLINK	Journal file xxxx has a null previous link	Error
false	true	MessageRecovery/errors.rst#NOPRINCIO	ydb-extension	NOPRINCIO	Unable to dddd principal device: DDDD at LLLL due to: SSSS	Fatal
false	true	MessageRecovery/errors.rst#NORECVPOOL	ydb-extension	NORECVPOOL	No receive pool info found in the replication instance of xxxx	Error
false	true	MessageRecovery/errors.rst#NOREGION	ydb-extension	NOREGION	REGION not found: xxxx	Error
false	true	MessageRecovery/errors.rst#NOREPLCTDREG	ydb-extension	NOREPLCTDREG	Replication subsystem found no region replicated for dddd ffff	Warning
false	true	MessageRecovery/errors.rst#NORESYNCSUPPLONLY	ydb-extension	NORESYNCSUPPLONLY	NORESYNC only supported for Supplementary Instances	Error
false	true	MessageRecovery/errors.rst#NORESYNCUPDATERONLY	ydb-extension	NORESYNCUPDATERONLY	NORESYNC qualifier only allowed on a Supplementary Instance which allows local updates	Error
false	true	MessageRecovery/errors.rst#NORTN	ydb-extension	NORTN	Routine name missing	Run Time Error
false	true	MessageRecovery/errors.rst#NOSELECT	ydb-extension	NOSELECT	None of the selected variables exist -- halting	Information
false	true	MessageRecovery/errors.rst#NOSOCKETINDEV	ydb-extension	NOSOCKETINDEV	There is no socket in the current socket device	Run Time Error
false	true	MessageRecovery/errors.rst#NOSOCKHANDLE	ydb-extension	NOSOCKHANDLE	No socket handle specified in WRITE /PASS	Run Time Error
false	true	MessageRecovery/errors.rst#NOSPACECRE	ydb-extension	NOSPACECRE	Not enough space to create database file xxxx. aaaa blocks are needed, only bbbb available.	Error
false	true	MessageRecovery/errors.rst#NOSPACEEXT	ydb-extension	NOSPACEEXT	Not enough disk space for file xxxx to extend. aaaa blocks needed. bbbb blocks available.	Run Time Error
false	true	MessageRecovery/errors.rst#NOSTARFILE	ydb-extension	NOSTARFILE	Only star(*) argument can be specified with xxxx	Error
false	true	MessageRecovery/errors.rst#NOSUBSCRIPT	ydb-extension	NOSUBSCRIPT	No such subscript found (xxxx)	Run Time Error
false	true	MessageRecovery/errors.rst#NOSUCHPROC	ydb-extension	NOSUCHPROC	Process xxxx does not exist - no need to yyyy it	Information
false	true	MessageRecovery/errors.rst#NOSUPPLSUPPL	ydb-extension	NOSUPPLSUPPL	Instance ssss is configured to perform local updates so it cannot receive from Supplementary Instance iiii	Error
false	true	MessageRecovery/errors.rst#NOTALLDBOPN	ydb-extension	NOTALLDBOPN	Not all required database files were opened	Fatal
false	true	MessageRecovery/errors.rst#NOTALLDBRNDWN	ydb-extension	NOTALLDBRNDWN	Not all regions were successfully rundown	Run Time Error
false	true	MessageRecovery/errors.rst#NOTALLJNLEN	ydb-extension	NOTALLJNLEN	Journaling disabled/off for dddd regions	Warning
false	true	MessageRecovery/errors.rst#NOTALLREPLON	ydb-extension	NOTALLREPLON	Replication off for dddd regions	Warning
false	true	MessageRecovery/errors.rst#NOTERMENTRY	ydb-extension	NOTERMENTRY	"TERM = ""xxxx"" has no ""terminfo"" entry. Possible terminal handling problems."	Information
false	true	MessageRecovery/errors.rst#NOTERMENV	ydb-extension	NOTERMENV	"Environment variable TERM not set. Assuming ""unknown."""	Information
false	true	MessageRecovery/errors.rst#NOTERMINFODB	ydb-extension	NOTERMINFODB	"No ""terminfo"" database. Terminal handling problems likely."	Information
false	true	MessageRecovery/errors.rst#NOTEXTRINSIC	ydb-extension	NOTEXTRINSIC	QUIT/ZHALT does not return to an extrinsic function: argument not allowed	Run Time Error
false	true	MessageRecovery/errors.rst#NOTGBL	ydb-extension	NOTGBL	Expected a global variable name starting with an up-arrow (^): xxxx	Error
false	true	MessageRecovery/errors.rst#NOTMNAME	ydb-extension	NOTMNAME	XXXX is not a valid M name	Compile Time Error
false	true	MessageRecovery/errors.rst#NOTPOSITIVE	ydb-extension	NOTPOSITIVE	xxxx qualifier must be given a value greater than zero	Error
false	true	MessageRecovery/errors.rst#NOTPRINCIO	ydb-extension	NOTPRINCIO	Output currently directed to device xxxx	Warning
false	true	MessageRecovery/errors.rst#NOTREPLICATED	ydb-extension	NOTREPLICATED	Transaction number xxxx generated by the yyyy process (PID = zzzz) is not replicated to the secondary	Information
false	true	MessageRecovery/errors.rst#NOTRNDMACC	ydb-extension	NOTRNDMACC	Only random access files are supported as backup files for non-incremental backup	Error
false	true	MessageRecovery/errors.rst#NOTTOEOFONPUT	ydb-extension	NOTTOEOFONPUT	Not positioned to EOF on write (sequential organization only)	Run Time Error
false	true	MessageRecovery/errors.rst#NOUSERDB	ydb-extension	NOUSERDB	ffff does not support operation on non-GDS format region: rrrr	Error
false	true	MessageRecovery/errors.rst#NOVALUE	ydb-extension	NOVALUE	Qualifier xxxx does not take a value	Error
false	true	MessageRecovery/errors.rst#NOZBRK	ydb-extension	NOZBRK	No zbreak at that location	Information
false	true	MessageRecovery/errors.rst#NOZTRAPINTRIG	ydb-extension	NOZTRAPINTRIG	Use of $ZTRAP in a database trigger environment ($ZTLEVEL greater than 0) is not supported	Run Time Error
false	true	MessageRecovery/errors.rst#NULLCOLLDIFF	ydb-extension	NULLCOLLDIFF	Null collation order must be the same for all regions	Run Time Error
false	true	MessageRecovery/errors.rst#NULLENTRYREF	ydb-extension	NULLENTRYREF	JOB command did not specify entryref	Run Time Error
false	true	MessageRecovery/errors.rst#NULLPATTERN	ydb-extension	NULLPATTERN	Empty line found in the Pattern file.	Warning
false	true	MessageRecovery/errors.rst#NULSUBSC	ydb-extension	NULSUBSC	XXXX Null subscripts are not allowed for database file: yyyy	Error
false	true	MessageRecovery/errors.rst#NUM64ERR	ydb-extension	NUM64ERR	Error: cannot convert VVVV value to 64 bit decimal or hexadecimal number	Error
false	true	MessageRecovery/errors.rst#NUMERR	ydb-extension	NUMERR	Error: cannot convert VVVV value to decimal or hexadecimal number	Error
false	true	MessageRecovery/errors.rst#NUMOFLOW	ydb-extension	NUMOFLOW	Numeric overflow	Run Time Error
false	true	MessageRecovery/errors.rst#NUMPROCESSORS	ydb-extension	NUMPROCESSORS	Could not determine number of processors	Warning
false	true	MessageRecovery/errors.rst#NUMUNXEOR	ydb-extension	NUMUNXEOR	xxxx unexpected end of record in numeric subscript	Error
false	true	MessageRecovery/errors.rst#OBJDUP	ydb-extension	OBJDUP	xxxx yyyy already exists	Error
false	true	MessageRecovery/errors.rst#OBJFILERR	ydb-extension	OBJFILERR	Error with object file I/O on file xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#OBJNOTADD	ydb-extension	OBJNOTADD	Not adding xxxx yyyy	Error
false	true	MessageRecovery/errors.rst#OBJNOTCHG	ydb-extension	OBJNOTCHG	Not changing xxxx yyyy	Error
false	true	MessageRecovery/errors.rst#OBJNOTFND	ydb-extension	OBJNOTFND	xxxx yyyy does not exist	Error
false	true	MessageRecovery/errors.rst#OBJREQD	ydb-extension	OBJREQD	xxxx required	Error
false	true	MessageRecovery/errors.rst#OFFSETINV	ydb-extension	OFFSETINV	Entry point xxxx+yyyy not valid	Run Time Error
false	true	MessageRecovery/errors.rst#OFRZACTIVE	ydb-extension	OFRZACTIVE	Region aaaa has an Online Freeze	Warning
false	true	MessageRecovery/errors.rst#OFRZAUTOREL	ydb-extension	OFRZAUTOREL	Online Freeze automatically released for database file aaaa	Warning
false	true	MessageRecovery/errors.rst#OFRZCRITREL	ydb-extension	OFRZCRITREL	Proceeding with a write to region aaaa after Online Freeze while holding crit	Warning
false	true	MessageRecovery/errors.rst#OFRZCRITSTUCK	ydb-extension	OFRZCRITSTUCK	Unable to proceed with a write to region rrrr with Online Freeze while holding crit. Region stuck until freeze is removed.	Warning
false	true	MessageRecovery/errors.rst#OFRZNOTHELD	ydb-extension	OFRZNOTHELD	Online Freeze had been automatically released for at least one region	Warning
