in_anno	in_ydb	ydb_section	standard_status	mnemonic	summary	kind
false	true	MessageRecovery/errors.rst#DBBADUPGRDSTATE	ydb-extension	DBBADUPGRDSTATE	Correcting conflicting values for fields describing database version upgrade state in the file header for region rrrr (ffff) - make fresh backups with new journal files immediately.	Warning
false	true	MessageRecovery/errors.rst#DBBDBALLOC	ydb-extension	DBBDBALLOC	xxxx Block doubly allocated	Error
false	true	MessageRecovery/errors.rst#DBBFSTAT	ydb-extension	DBBFSTAT	xxxx Block busy/free status unknown (local bitmap corrupted)	Error
false	true	MessageRecovery/errors.rst#DBBLEVMN	ydb-extension	DBBLEVMN	xxxx Block level less than zero	Information
false	true	MessageRecovery/errors.rst#DBBLEVMX	ydb-extension	DBBLEVMX	xxxx Block level higher than maximum	Information
false	true	MessageRecovery/errors.rst#DBBLKSIZEALIGN	ydb-extension	DBBLKSIZEALIGN	Database file ffff has AIO=ON and block_size=bbbb which is not a multiple of filesystem block size ssss	Run Time Error
false	true	MessageRecovery/errors.rst#DBBMBARE	ydb-extension	DBBMBARE	xxxx Bit map does not protect itself	Information
false	true	MessageRecovery/errors.rst#DBBMINV	ydb-extension	DBBMINV	xxxx Bit map contains an invalid pattern	Information
false	true	MessageRecovery/errors.rst#DBBMLCORRUPT	ydb-extension	DBBMLCORRUPT	Database xxxx : Bitmap blk [yyyy] is corrupt (size = aaaa, levl = bbbb, tn = [cccc]) : Dbtn = [dddd] : Database integrity errors likely	Run Time Error
false	true	MessageRecovery/errors.rst#DBBMMSTR	ydb-extension	DBBMMSTR	xxxx Bit map does not match master map	Information
false	true	MessageRecovery/errors.rst#DBBMSIZE	ydb-extension	DBBMSIZE	xxxx Bit map has incorrect size	Information
false	true	MessageRecovery/errors.rst#DBBNPNTR	ydb-extension	DBBNPNTR	xxxx Bit map block number as pointer	Error
false	true	MessageRecovery/errors.rst#DBBPLMGT2K	ydb-extension	DBBPLMGT2K	Blocks per local map is greater than 2k	Error
false	true	MessageRecovery/errors.rst#DBBPLMLT512	ydb-extension	DBBPLMLT512	Blocks per local map is less than 512	Error
false	true	MessageRecovery/errors.rst#DBBPLNOT512	ydb-extension	DBBPLNOT512	Blocks per local map is not 512	Error
false	true	MessageRecovery/errors.rst#DBBSIZMN	ydb-extension	DBBSIZMN	xxxx Block too small	Warning
false	true	MessageRecovery/errors.rst#DBBSIZMX	ydb-extension	DBBSIZMX	xxxx Block larger than file block size	Warning
false	true	MessageRecovery/errors.rst#DBBSIZZRO	ydb-extension	DBBSIZZRO	xxxx Block size equals zero	Error
false	true	MessageRecovery/errors.rst#DBBTUFIXED	ydb-extension	DBBTUFIXED	The blocks-to-upgrade file-header field has been changed to the correct value	Information
false	true	MessageRecovery/errors.rst#DBBTUWRNG	ydb-extension	DBBTUWRNG	The blocks-to-upgrade file-header field is incorrect. Expected xxxx, found yyyy	Error
false	true	MessageRecovery/errors.rst#DBCCERR	ydb-extension	DBCCERR	Interlock instruction failure in critical mechanism for region xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#DBCLNUPINFO	ydb-extension	DBCLNUPINFO	Database file xxxx yyyy	Information
false	true	MessageRecovery/errors.rst#DBCMPBAD	ydb-extension	DBCMPBAD	xxxx Compression count not maximal	Warning
false	true	MessageRecovery/errors.rst#DBCMPMX	ydb-extension	DBCMPMX	xxxx Record compression count is too large	Warning
false	true	MessageRecovery/errors.rst#DBCMPNZRO	ydb-extension	DBCMPNZRO	xxxx First record of block has nonzero compression count	Warning
false	true	MessageRecovery/errors.rst#DBCNTRLERR	ydb-extension	DBCNTRLERR	Database file xxxx: control error suspected but not found	Run Time Error
false	true	MessageRecovery/errors.rst#DBCOLLREQ	ydb-extension	DBCOLLREQ	JOURNAL EXTRACT proceeding without collation information for globals in database. eeee ffff	Warning
false	true	MessageRecovery/errors.rst#DBCOMMITCLNUP	ydb-extension	DBCOMMITCLNUP	Pid dddd hhhh handled error (code = eeee) during commit of xxxx transaction in database file yyyy	Information
false	true	MessageRecovery/errors.rst#DBCOMPTOOLRG	ydb-extension	DBCOMPTOOLRG	xxxx Record has too large compression count	Error
false	true	MessageRecovery/errors.rst#DBCREINCOMP	ydb-extension	DBCREINCOMP	xxxx Header indicates database file creation was interrupted before completion	Error
false	true	MessageRecovery/errors.rst#DBCRERR	ydb-extension	DBCRERR	Database file xxxx, cr location yyyy blk = zzzz error: aaaa was bbbb, expecting cccc -- called from module xxx at line yyy	Run Time Error
false	true	MessageRecovery/errors.rst#DBCRERR8	ydb-extension	DBCRERR8	Database file xxxx, cr location yyyy blk = zzzz error: aaaa was bbbb, expecting cccc -- called from module yyy at line xxx	Run Time Error
false	true	MessageRecovery/errors.rst#DBDANGER	ydb-extension	DBDANGER	Process pppp xxxx killed while committing update for database file yyyy. Possibility of damage to block zzzz.	Warning
false	true	MessageRecovery/errors.rst#DBDATAMX	ydb-extension	DBDATAMX	xxxx Record too large	Error
false	true	MessageRecovery/errors.rst#DBDIRTSUBSC	ydb-extension	DBDIRTSUBSC	xxxx Directory tree block contains non name-level entries	Information
false	true	MessageRecovery/errors.rst#DBDSRDFMTCHNG	ydb-extension	DBDSRDFMTCHNG	Database file xxx, Desired DB Format set to yyy by zzz with pid ppp ppp at transaction number [ttt]	Information
false	true	MessageRecovery/errors.rst#DBDUPNULCOL	ydb-extension	DBDUPNULCOL	Discarding kkkk=vvvv key due to duplicate null collation record	Error
false	true	MessageRecovery/errors.rst#DBENDIAN	ydb-extension	DBENDIAN	Database file xxxx is aaaa endian on a gggg endian system	Error
false	true	MessageRecovery/errors.rst#DBFGTBC	ydb-extension	DBFGTBC	xxxx File size larger than block count would indicate	Error
false	true	MessageRecovery/errors.rst#DBFHEADERR4	ydb-extension	DBFHEADERR4	Database file ffff: control problem: aaaa was xxxx expecting yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#DBFHEADERR8	ydb-extension	DBFHEADERR8	Database file ffff: control problem: aaaa was xxxx expecting yyyy	Run Time Error
false	true	MessageRecovery/errors.rst#DBFHEADERRANY	ydb-extension	DBFHEADERRANY	Database file ffff: control problem: aaaa was xxxx expecting yyyy	Information
false	true	MessageRecovery/errors.rst#DBFHEADLRU	ydb-extension	DBFHEADLRU	Database file ffff LRU pointer: pppp is outside of range: bbbb to tttt or misaligned	Error
false	true	MessageRecovery/errors.rst#DBFILECREATED	ydb-extension	DBFILECREATED	Database file DDDD created	Error
false	true	MessageRecovery/errors.rst#DBFILERDONLY	ydb-extension	DBFILERDONLY	The database file ffff was opened as read-only (perms pppp)	Error
false	true	MessageRecovery/errors.rst#DBFILERR	ydb-extension	DBFILERR	Error with database file xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#DBFILEXT	ydb-extension	DBFILEXT	Database file xxxx extended from yyyy blocks to zzzz at transaction aaaa	Information
false	true	MessageRecovery/errors.rst#DBFILNOFULLWRT	ydb-extension	DBFILNOFULLWRT	Disabling fullblock writes. iiii tttt bbbb	Warning
false	true	MessageRecovery/errors.rst#DBFILOPERR	ydb-extension	DBFILOPERR	Error doing database I/O to database file xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#DBFLCORRP	ydb-extension	DBFLCORRP	xxxx Header indicates database file is corrupt	Error
false	true	MessageRecovery/errors.rst#DBFREEZEOFF	ydb-extension	DBFREEZEOFF	Database file ffff is UNFROZEN ([NO]OVERRIDE [NO]AUTOREL)	Information
false	true	MessageRecovery/errors.rst#DBFREEZEON	ydb-extension	DBFREEZEON	Database file ffff is FROZEN ([NO]OVERRIDE [NO]ONLINE [NO]AUTOREL)	Information
false	true	MessageRecovery/errors.rst#DBFRZRESETFL	ydb-extension	DBFRZRESETFL	Freeze release failed on database file xxxx	Error
false	true	MessageRecovery/errors.rst#DBFRZRESETSUC	ydb-extension	DBFRZRESETSUC	Freeze released successfully on database file xxxx	Information
false	true	MessageRecovery/errors.rst#DBFSTBC	ydb-extension	DBFSTBC	xxxx File size smaller than block count would indicate	Error
false	true	MessageRecovery/errors.rst#DBFSTHEAD	ydb-extension	DBFSTHEAD	xxxx File smaller than database header	Error
false	true	MessageRecovery/errors.rst#DBFSYNCERR	ydb-extension	DBFSYNCERR	Error synchronizing database file xxxx to disk	Run Time Error
false	true	MessageRecovery/errors.rst#DBGTDBMAX	ydb-extension	DBGTDBMAX	xxxx Key larger than database maximum	Error
false	true	MessageRecovery/errors.rst#DBHEADINV	ydb-extension	DBHEADINV	xxxx Header size not valid for database	Error
false	true	MessageRecovery/errors.rst#DBIDMISMATCH	ydb-extension	DBIDMISMATCH	Database file xxxx (region yyyy) id does not match file id in shared memory (id = zzzz).	Run Time Error
false	true	MessageRecovery/errors.rst#DBINCLVL	ydb-extension	DBINCLVL	xxxx Block at incorrect level	Error
false	true	MessageRecovery/errors.rst#DBINCRVER	ydb-extension	DBINCRVER	xxxx Incorrect version of YottaDB database	Error
false	true	MessageRecovery/errors.rst#DBINVGBL	ydb-extension	DBINVGBL	xxxx Invalid mixing of global names	Error
false	true	MessageRecovery/errors.rst#DBIOERR	ydb-extension	DBIOERR	Error while doing write operation on region rrrr (ffff)	Run Time Error
false	true	MessageRecovery/errors.rst#DBJNLNOTMATCH	ydb-extension	DBJNLNOTMATCH	Database xxxx points to journal file name yyyy but the journal file points to database file zzzz	Error
false	true	MessageRecovery/errors.rst#DBKEYGTIND	ydb-extension	DBKEYGTIND	xxxx Key greater than index key	Error
false	true	MessageRecovery/errors.rst#DBKEYMN	ydb-extension	DBKEYMN	xxxx Key too short	Warning
false	true	MessageRecovery/errors.rst#DBKEYMX	ydb-extension	DBKEYMX	xxxx Key too long	Warning
false	true	MessageRecovery/errors.rst#DBKEYORD	ydb-extension	DBKEYORD	xxxx Keys out of order	Warning
false	true	MessageRecovery/errors.rst#DBKGTALLW	ydb-extension	DBKGTALLW	xxxx Key larger than maximum allowed length	Error
false	true	MessageRecovery/errors.rst#DBLOCMBINC	ydb-extension	DBLOCMBINC	xxxx Local bit map incorrect	Error
false	true	MessageRecovery/errors.rst#DBLRCINVSZ	ydb-extension	DBLRCINVSZ	xxxx Last record of block has invalid size	Error
false	true	MessageRecovery/errors.rst#DBLTSIBL	ydb-extension	DBLTSIBL	xxxx Keys less than sibling's index key	Error
false	true	MessageRecovery/errors.rst#DBLVLINC	ydb-extension	DBLVLINC	xxxx Local bitmap block level incorrect	Error
false	true	MessageRecovery/errors.rst#DBMAXKEYEXC	ydb-extension	DBMAXKEYEXC	xxxx Maximum key size for database exceeds design maximum	Error
false	true	MessageRecovery/errors.rst#DBMAXNRSUBS	ydb-extension	DBMAXNRSUBS	XXXX Maximum number of subscripts exceeded	Compile Time Error
false	true	MessageRecovery/errors.rst#DBMAXREC2BIG	ydb-extension	DBMAXREC2BIG	Maximum record size (xxx) is too large for this block size (yyy) - Maximum is zzz	Error
false	true	MessageRecovery/errors.rst#DBMBMINCFRE	ydb-extension	DBMBMINCFRE	xxxx Master bit map incorrectly asserts this local map has free space	Error
false	true	MessageRecovery/errors.rst#DBMBMINCFREFIXED	ydb-extension	DBMBMINCFREFIXED	Master bitmap incorrectly marks local bitmap AAAA as free. Auto-corrected	Warning
false	true	MessageRecovery/errors.rst#DBMBPFLDIS	ydb-extension	DBMBPFLDIS	xxxx Master bit map shows this map full, in disagreement with both disk and INTEG result	Error
false	true	MessageRecovery/errors.rst#DBMBPFLDLBM	ydb-extension	DBMBPFLDLBM	xxxx Master bit map shows this map full, agreeing with disk local map	Error
false	true	MessageRecovery/errors.rst#DBMBPFLINT	ydb-extension	DBMBPFLINT	xxxx Master bit map shows this map full, agreeing with MUPIP INTEG	Error
false	true	MessageRecovery/errors.rst#DBMBPFRDLBM	ydb-extension	DBMBPFRDLBM	xxxx Master bit map shows this map has space, agreeing with disk local map	Error
false	true	MessageRecovery/errors.rst#DBMBPFRINT	ydb-extension	DBMBPFRINT	xxxx Master bit map shows this map has space, agreeing with MUPIP INTEG	Error
false	true	MessageRecovery/errors.rst#DBMBPINCFL	ydb-extension	DBMBPINCFL	xxxx Master bit map incorrectly marks this local map full	Error
false	true	MessageRecovery/errors.rst#DBMBSIZMN	ydb-extension	DBMBSIZMN	xxxx Map block too small	Error
false	true	MessageRecovery/errors.rst#DBMBSIZMX	ydb-extension	DBMBSIZMX	xxxx Map block too large	Error
false	true	MessageRecovery/errors.rst#DBMBTNSIZMX	ydb-extension	DBMBTNSIZMX	xxxx Map block transaction number too large	Error
false	true	MessageRecovery/errors.rst#DBMINRESBYTES	ydb-extension	DBMINRESBYTES	Minimum RESERVED BYTES value required for certification/upgrade is xxx - Currently is yyy	Error
false	true	MessageRecovery/errors.rst#DBMISALIGN	ydb-extension	DBMISALIGN	File header indicates total blocks is xxxx but file size indicates total blocks would be between yyyy and zzzz. Reconstruct the database from a backup or extend it by at least aaaa blocks.	Error
false	true	MessageRecovery/errors.rst#DBMRKBUSY	ydb-extension	DBMRKBUSY	xxxx Block incorrectly marked busy	Error
false	true	MessageRecovery/errors.rst#DBMRKFREE	ydb-extension	DBMRKFREE	xxxx Block incorrectly marked free	Error
false	true	MessageRecovery/errors.rst#DBNAMEMISMATCH	ydb-extension	DBNAMEMISMATCH	Database file xxxx points to shared memory (id = (yyyy) which in turn points to an inaccessible database file zzzz)	Warning
false	true	MessageRecovery/errors.rst#DBNOCRE	ydb-extension	DBNOCRE	Not all specified database files, or their associated journal files were created	Warning
false	true	MessageRecovery/errors.rst#DBNONUMSUBS	ydb-extension	DBNONUMSUBS	kkkk Key contains a numeric form of subscript in a global defined to collate all subscripts as strings	Error
false	true	MessageRecovery/errors.rst#DBNOREGION	ydb-extension	DBNOREGION	None of the database regions accessible	Error
false	true	MessageRecovery/errors.rst#DBNOTDB	ydb-extension	DBNOTDB	xxxx File does not have a valid GDS file header	Error
false	true	MessageRecovery/errors.rst#DBNOTGDS	ydb-extension	DBNOTGDS	xxxx - Unrecognized database file format	Run Time Error
false	true	MessageRecovery/errors.rst#DBNOTMLTP	ydb-extension	DBNOTMLTP	xxxx Block size not a multiple of 512 bytes	Error
false	true	MessageRecovery/errors.rst#DBNULCOL	ydb-extension	DBNULCOL	xxxx NULL collation representation differs from the database file header setting	Run Time Error
false	true	MessageRecovery/errors.rst#DBOPNERR	ydb-extension	DBOPNERR	Error opening database file xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#DBPREMATEOF	ydb-extension	DBPREMATEOF	Premature end of file with database file xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#DBPRIVERR	ydb-extension	DBPRIVERR	No privilege for attempted update operation for file: xxxx	Run Time Error
false	true	MessageRecovery/errors.rst#DBPTRMAP	ydb-extension	DBPTRMAP	xxxx Block pointer is a bit map block number	Run Time Error
false	true	MessageRecovery/errors.rst#DBPTRMX	ydb-extension	DBPTRMX	xxxx Block pointer larger than file maximum	Warning
false	true	MessageRecovery/errors.rst#DBPTRNOTPOS	ydb-extension	DBPTRNOTPOS	xxxx Block pointer negative	Warning
false	true	MessageRecovery/errors.rst#DBQUELINK	ydb-extension	DBQUELINK	Database file xxxx, element location yyyy: blk = zzzz: control aaaa queue problem: was bbbb, expecting cccc	Run Time Error
false	true	MessageRecovery/errors.rst#DBRBNLBMN	ydb-extension	DBRBNLBMN	xxxx Root block number is a local bit map number	Error
false	true	MessageRecovery/errors.rst#DBRBNNEG	ydb-extension	DBRBNNEG	xxxx Root block number negative	Error
false	true	MessageRecovery/errors.rst#DBRBNTOOLRG	ydb-extension	DBRBNTOOLRG	xxxx Root block number greater than last block number in file	Error
false	true	MessageRecovery/errors.rst#DBRDERR	ydb-extension	DBRDERR	Cannot read database file xxxx after opening	Run Time Error
false	true	MessageRecovery/errors.rst#DBRDONLY	ydb-extension	DBRDONLY	Database file xxxx read only	Run Time Error
false	true	MessageRecovery/errors.rst#DBREADBM	ydb-extension	DBREADBM	xxxx Read error on bit map	Error
false	true	MessageRecovery/errors.rst#DBREMOTE	ydb-extension	DBREMOTE	Database region xxxx is remote; perform maintenance on the server node	Error
false	true	MessageRecovery/errors.rst#DBRLEVLTONE	ydb-extension	DBRLEVLTONE	xxxx Root level less than one	Error
false	true	MessageRecovery/errors.rst#DBRLEVTOOHI	ydb-extension	DBRLEVTOOHI	xxxx Root level higher than maximum	Error
false	true	MessageRecovery/errors.rst#DBRNDWN	ydb-extension	DBRNDWN	Error during global database rundown for region xxxx. Notify those responsible for proper database operation.	Run Time Error
false	true	MessageRecovery/errors.rst#DBRNDWNBYPASS	ydb-extension	DBRNDWNBYPASS	YottaDB database rundown may have been bypassed due to timeout - run MUPIP JOURNAL ROLLBACK BACKWARD / MUPIP JOURNAL RECOVER BACKWARD / MUPIP RUNDOWN	Warning
false	true	MessageRecovery/errors.rst#DBRNDWNWRN	ydb-extension	DBRNDWNWRN	Global section of database file xxxx not rundown successfully by pid yyyy zzzz. Global section was not removed.	Run Time Error
false	true	MessageRecovery/errors.rst#DBROLLEDBACK	ydb-extension	DBROLLEDBACK	Concurrent ONLINE ROLLBACK detected on one or more regions. The current operation is no longer valid	Run Time Error
false	true	MessageRecovery/errors.rst#DBROOTBURN	ydb-extension	DBROOTBURN	xxxx Root block has data level	Information
false	true	MessageRecovery/errors.rst#DBRSIZMN	ydb-extension	DBRSIZMN	xxxx Physical record too small	Warning
false	true	MessageRecovery/errors.rst#DBRSIZMX	ydb-extension	DBRSIZMX	xxxx Physical record too large	Warning
false	true	MessageRecovery/errors.rst#DBSHMNAMEDIFF	ydb-extension	DBSHMNAMEDIFF	Database file ffff points to shared memory (id = mmmm) which points to a different database file xxxx	Run Time Error
